State,Issuer ID,URL Submitted,Tech POC Email
WI,14630,https://www.upmchealthplan.com/coverage/cms_cchp/cms-data-index.json,HealthPlanITWebSolutionsCMSJSONSupport@upmc.edu
WI,16837,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
WI,20173,https://www.healthpartners.com/cms/ffm/cms-data-index.json,kim.g.delgado@healthpartners.com
WI,37833,https://fm.formularynavigator.com/jsonFiles/publish/150/69/cms-data-index.json,angela.mckeighan@unityhealth.com
WI,38166,https://fm.formularynavigator.com/jsonFiles/publish/7/85/cms-data-index.json,koplitz.julie@securityhealth.org
WI,38345,https://app.deancare.com/MachineReadable/deanhealthplan-cms-data-index.json,dhp.cmsfeedback@deancare.com
WI,38345,https://app.prevea360.com/MachineReadable/prevea-cms-data-index.json,cmsfeedback@prevea360.com
WI,49941,https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
WI,57845,https://esbgatewaypub.medica.com:443/rest/QHP/cms-data-index.json?HIOSID=57845&fmt=json,lori.braegelman@medica.com
WI,58326,https://mercycarehealthplans.com/wp-content/uploads/JSON/cms-data-index.json,bjohnson@mhsjvl.org
WI,69589,http://mydental.guardianlife.com/secure/json/index.json,exchangeIT@premierlife.com
WI,79597,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
WI,81413,https://data.networkhealth.com/hix/index.json,WIAPP-DL-_NHPEdgeServerAlerts@networkhealth.com
WI,86584,https://www.AspirusArise.com/files/AspirusArise/mrf/cms-data-index_ahv.json,gbisdept@wpsic.com
WI,87416,http://www.commongroundhealthcare.org/json/index.json,pwill@commongroundhealthcare.org
WI,90028,https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
WI,91604,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
WI,94529,http://planfinder.ghcscw.com/cms/index.json,ITSBusinessSolutions@ghcscw.com
WV,31274,https://www.pfpdata.com/cms-data/31274-wv/31274-index.json,leonard.miller@highmark.com
WV,50328,https://www.caresource.com/vendor/cms/cms-data-index.json,HIXProviderJSON-errors@caresource.com
WV,53843,https://www.dentegra.com/hcx/cms-data-index.json,#CMS-HIXBusinessNotification@delta.org
WV,76526,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
WY,11269,https://www.bcbswy.com/docs/json/index.json,andrea.abernathy@bcbswy.com
WY,47731,http://www.bestlife.com/exchange/cms-data-index.json,dpitman@bestlife.com
WY,80132,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
WY,83964,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
