State,Issuer ID,Issuer Name,URL Submitted,Tech POC Email
ND,73751,Medica Health Plans,https://esbgatewaypub.medica.com:443/rest/QHP/cms-data-index.json?HIOSID=73751&fmt=json,lori.braegelman@medica.com
ND,75329,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
ND,89364,Sanford Health Plan,https://www.sanfordhealthplan.org/json/index.json,kathryn.parker@sanfordhealth.org
ND,90106,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
NE,15438,Coventry Health Care of Nebraska Inc.,https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
NE,20305,Medica Insurance Company,https://esbgatewaypub.medica.com:443/rest/QHP/cms-data-index.json?HIOSID=20305&fmt=json,lori.braegelman@medica.com
NE,29678,Blue Cross and Blue Shield of Nebraska,https://www.nebraskablue.com/~/media/files/cms/index.json,cmsops@nebraskablue.com
NE,44751,"UnitedHealthcare of the Midlands, Inc.",https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
NE,45550,Delta Dental of Nebraska,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NE,48282,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
NE,50022,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
NE,98048,Guardian Life Insurance Company of America,NOT SUBMITTED,NOT SUBMITTED
NH,19304,Maine Community Health Options,https://www.healthoptions.org/machinereadable/index.json,gstuntz@healthoptions.org
NH,24847,The Guardian Life Insurance Company,NOT SUBMITTED,NOT SUBMITTED
NH,57601,Anthem Health Plans of NH(Anthem BCBS),https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
NH,59025,Harvard Pilgrim Health Care of NE,https://www.harvardpilgrim.org/pls/portal/url/ITEM/153ADC2AF0F5425EA5E85E0F2D87B856,david_bentley@harvardpilgrim.org
NH,61163,"Minuteman Health, Inc",https://s3.amazonaws.com/minuteman-machine-readable/index.json,chris@zipari.com
NH,75841,Celtic Insurance Company,https://api.centene.com/ambetter/reference/cms-data-index.json,jehaley@centene.com
NH,82708,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
NH,87701,"Delta Dental Plan of New Hampshire, Inc.",https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NH,96751,Matthew Thornton Hlth Plan(Anthem BCBS),https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
NJ,10191,"Freelancers CO-OP of New Jersey, Inc.",https://newjersey-healthrepublic-static.s3.amazonaws.com/machine_readable/cms-data-index.json,chris@zipari.com
NJ,15720,Renaissance Life & Health Insurance Company of America,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
NJ,44811,"Managed DentalGuard, Inc.",https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
NJ,48608,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
NJ,48834,"Oxford Health Plans (NJ), Inc.",https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
NJ,50221,Oscar Insurance Corporation of New Jersey,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,dolan@hioscar.com
NJ,52095,"International Healthcare Services, Inc.",https://www.healthplex.com/cms-data-index.json,jbuckshin@healthplex.com
NJ,53877,Metropolitan Life Insurance Company,https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
NJ,77606,"AmeriHealth HMO, Inc.",https://www.amerihealthnj.com/Resources/cms-data/ahnj-hmo/index.json,AHHealthPlans@amerihealth.com
NJ,79422,"MetLife Health Plans, Inc., a Delaware Corporation",https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
NJ,91661,"Horizon Healthcare Services, Inc.",https://doctorfinder.horizonblue.com/cms-data/json/index.json,CMSJSONErrorReport@horizonblue.com
NJ,91762,AmeriHealth Ins Company of New Jersey,https://www.amerihealthnj.com/Resources/cms-data/ahnj-ic/index.json,AHHealthPlans@amerihealth.com
NJ,93627,The Guardian Life Insurance Company,https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
NJ,97057,United Concordia Life and Health Insurance Company,https://www.unitedconcordia.com/QHP/cms-data-index.json,sapna.patel@highmark.com
NJ,99708,"Delta Dental of New Jersey, Inc.",https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NM,14417,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
NM,17911,Renaissance Life & Health Insurance Company of America,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NM,19722,"Molina Health Care of New Mexico, Inc.",http://stg-oh-medicaid.molinahealthcare.com/json/index.json,Sonja.penate@molinahealthcare.com
NM,26075,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
NM,57173,"Presbyterian Health Plan, Inc.",https://fm.formularynavigator.com/jsonFiles/publish/137/80/cms-data-index.json,ASKRX@phs.org
NM,72034,CHRISTUS Health Plan,http://www.christushealthplan.org/nm2016healthexchangeformulary,brian.diggs@christushealth.org
NM,75605,Blue Cross Blue Shield of New Mexico,https://www.bcbsnm.com/forms/nm/index_nm.JSON,HCSC_JSON_support@bcbsil.com
NM,93091,New Mexico Health Connections,NOT SUBMITTED,NOT SUBMITTED
NV,12553,Delta Dental Insurance Company,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NV,16698,Prominence HealthFirst,NOT SUBMITTED,NOT SUBMITTED
NV,33670,Rocky Mountain Hos&ampMed Svc(Anthem BCBS),https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
NV,34962,"Alpha Dental of Nevada, Inc.",https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
NV,43126,"Nevada Dental Benefits, Ltd.",NOT SUBMITTED,NOT SUBMITTED
NV,53694,Guardian Life Insurance Company of America,NOT SUBMITTED,NOT SUBMITTED
NV,60156,HMO Colorado Inc dba HMO NV(Anthem BCBS),https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
NV,75719,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
NV,88671,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
NV,95865,"Health Plan of Nevada, Inc.",https://secure.sierraspectrumppo.com/cmsjson/,CMS_JSON@sierrahealth.com
OH,16204,"Coordinated Health Mutual, Inc.",https://www.inhealthohio.org/QHP-provider-formulary-APIs/data/index.json,jkerscher@inhealthohio.org
OH,20126,HealthSpan Integrated Care,http://www.healthspan.org/cms-data-index.json,rtmetzler@healthspan.org
OH,23340,Consumers Life Insurance Company,https://providersearch.medmutual.com/cms-data-index.json,Doug.Bennett@medmutual.com
OH,26734,"Premier Health Plan, Inc.",https://s3.amazonaws.com/eh-cms-cikciaphfevkayps/premier/cms-data-index.json,ikaryeva@evolenthealth.com
OH,28162,AultCare Insurance Company,https://s3.amazonaws.com/aultcare.machinereadable/index.json,kharvey@aultcare.com
OH,29276,Community Insurance Company(Anthem BCBS),https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
OH,33931,"UnitedHealthcare of Ohio, Inc.",https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
OH,34964,DSM USA Insurance Company Inc,https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
OH,34968,Metropolitan Life Insurance Company,https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
OH,41047,Buckeye Community Health Plan,https://api.centene.com/ambetter/reference/cms-data-index.json,jehaley@centene.com
OH,47509,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
OH,52664,"Summa Insurance Company, Inc.",http://files.myplancentral.com/ACA/cms-data-index.json,kinaitist@summacare.com
OH,55371,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
OH,59401,"Managed DentalGuard, Inc.",NOT SUBMITTED,NOT SUBMITTED
OH,64353,MOLINA HEALTHCARE OF OHIO,http://stg-oh-medicaid.molinahealthcare.com/json/index.json,Sonja.penate@molinahealthcare.com
OH,66083,"Humana Health Plan of Ohio, Inc.",https://api.humana.com/v1/cms/index.json,pboulet@humana.com
OH,67129,Aetna Life Insurance Company,https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
OH,68158,The Guardian Life Insurance Company,https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
OH,74313,Paramount Insurance Company,https://www.myparamount.org/machinereadablefiles/cms-data-index.json,Paramount.Regulatory@ProMedica.org
OH,77552,CareSource,https://www.caresource.com/vendor/cms/cms-data-index.json,jeff.severino@caresource.com
OH,78726,All Savers Insurance Company,https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
OH,86728,"Delta Dental Plan of Ohio, Inc.",https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
OH,89819,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
OH,92036,HealthSpan,http://www.healthspan.org/cms-data-index.json,rtmetzler@healthspan.org
OH,97596,Humana Insurance Company,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
OH,99734,"Dental Care Plus, Inc.",https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
OH,99969,Medical Health Insuring Corp. of Ohio,https://providersearch.medmutual.com/cms-data-index.json,Doug.Bennett@medmutual.com
OK,12513,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
OK,13711,Renaissance Life & Health Insurance Company of America,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
OK,40254,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
OK,45480,"UnitedHealthcare of Oklahoma, Inc.",https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
OK,45689,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
OK,77760,Delta Dental Plan of Oklahoma,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
OK,81457,Guardian Life Insurance Company of America,NOT SUBMITTED,NOT SUBMITTED
OK,87571,Blue Cross Blue Shield of Oklahoma,https://www.bcbsil.com/forms/il/index_ok.JSON,HCSC_JSON_support@bcbsil.com
OK,87698,CommunityCare Life & Health Insurance Co,https://secure.ccok.com/json/index.json,jpearson@ccok.com
OK,98905,CommunityCare HMO Inc.,https://secure.ccok.com/json/index.json,jpearson@ccok.com
OR,10091,PacificSource Health Plans,https://enroll.pacificsource.com/MRF/OR/cms-data-index.json,ITExchange@pacificsource.com
OR,25486,"Dental Health Services, Inc.",http://www.dentalhealthservices.com/files/index.json,tnekuza@dentalhealthservices.com
OR,28415,"Oregon Dental Service, DBA Delta Dental Plan of Oregon",https://www.modahealth.com/cms-data-index.json,jessica.wagner@modahealth.com
OR,30969,"Zoom Health Plan, Inc.",https://zoomcare.com/cms-data-index.json,athayer@zoomcare.com
OR,32536,ATRIO Health Plans,NOT SUBMITTED,NOT SUBMITTED
OR,39424,"Moda Health Plan, Inc.",https://www.modahealth.com/cms-data-index.json,jessica.wagner@modahealth.com
OR,56707,Providence Health Plan,https://healthplans.providence.org/cms-data-index.json,PHPCMSJSON@providence.org
OR,60013,"Willamette Dental Insurance, Inc.",https://www.willamettedental.com/json/index.json,gahyo@willamettedental.com
OR,63474,BridgeSpan Health Company,https://www.bridgespanhealth.com/web/bridgespan_individual/json,joshua.hecht@cambiahealth.com
OR,68420,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
OR,71287,Kaiser Foundation Healthplan of the NW,https://healthy.kaiserpermanente.org/static/health/json/technical_information/or/cms-data-index.json,KPNW-Marketplace-Support@kp.org
OR,85804,LifeWise Health Plan of Oregon,https://fm.formularynavigator.com/jsonFiles/publish/11/45/cms-data-index.json,jim.tedford@premera.com
OR,95417,Trillium Community Health Plan,NOT SUBMITTED,NOT SUBMITTED
OR,99389,"Community Care of Oregon, Inc.",http://www.ohcoop.org/wp-content/uploads/99389OR-OHCOOP-data-index.json,lizaa@ohcoop.org
PA,15614,"Dominion Dental Services, Inc.",https://www.dominionmembers.com/index.json,drogers@dominiondental.com
PA,16322,"UPMC Health Options, Inc.",https://www.upmchealthplan.com/coverage/cms/cms-data-index.json,carkmg2@upmc.edu
PA,22444,Geisinger Health Plan,https://cdn.thehealthplan.com/content/CMS/index.json,aca@thehealthplan.com
PA,23489,UnitedHealthcare Insurance Company,https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
PA,24872,"UnitedHealthcare of Pennsylvania, Inc.",https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
PA,31609,Independence Blue Cross (QCC Ins. Co.),https://www.ibx.com/scripts/custom/cms-data/ibc-qcc/index.json,IbxHealthPlans@ibx.com
PA,32561,The Guardian Life Insurance Company,https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
PA,33709,Highmark Inc.,https://www.pfpdata.com/cms-data/33709-hmk/33709-index.json,leonard.miller@highmark.com
PA,33871,"Keystone Health Plan East, Inc",https://www.ibx.com/scripts/custom/cms-data/ibc-khpe/index.json,IbxHealthPlans@ibx.com
PA,36247,Highmark Select Resources Inc.,https://www.pfpdata.com/cms-data/36247-hsr/36247-index.json,leonard.miller@highmark.com
PA,45127,Capital Advantage Assurance Company,https://www.capbluecross.com/resources/cms/QHPProviderFormularyAPIs/cms-data-index.json,tammy.little@capbluecross.com
PA,46518,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
PA,49275,United Concordia Life and Health Insurance Company,https://www.unitedconcordia.com/QHP/cms-data-index.json,sapna.patel@highmark.com
PA,53789,Keystone Health Plan Central,https://www.capbluecross.com/resources/cms/QHPProviderFormularyAPIs/cms-data-index.json,tammy.little@capbluecross.com
PA,55957,"First Priority Life Insurance Company, Inc.",https://www.pfpdata.com/cms-data/55957-fplic/55957-index.json,leonard.miller@highmark.com
PA,55995,"Dental Care Plus, Inc.",https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
PA,62560,"UPMC Health Coverage, Inc.",https://www.upmchealthplan.com/coverage/cms/cms-data-index.json,carkmg2@upmc.edu
PA,64844,Aetna Health Inc. (a PA corp.),https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
PA,67430,"UPMC Health Benefits, Inc.",https://www.upmchealthplan.com/coverage/cms/cms-data-index.json,carkmg2@upmc.edu
PA,67499,Humana Insurance Company,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
PA,68711,DSM USA Insurance Company Inc,https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
PA,70194,Highmark Health Insurance Company,https://www.pfpdata.com/cms-data/70194-hhic/70194-index.json,leonard.miller@highmark.com
PA,71933,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
PA,72299,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
PA,75729,Geisinger Quality Options,https://cdn.thehealthplan.com/content/CMS/index.json,aca@thehealthplan.com
PA,82110,The Pennsylvania Dental Corporation dba Delta Dental of Pennsylvania,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
PA,98060,Metropolitan Life Insurance Company,https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
SC,26065,Blue Cross and Blue Shield of South Carolina,https://www.southcarolinablues.com/web/data/sc/bluecross-index.json,gi.changemanagement@bcbssc.com
SC,38408,Aetna Health Inc. (a PA corp.),https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
SC,49532,"BlueChoice HealthPlan of South Carolina, Inc.",https://www.southcarolinablues.com/web/data/bc/bluechoice-index.json,bchpmembership@bcbssc.com
SC,57860,UnitedHealthcare Insurance Company,https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
SC,77305,Delta Dental of Missouri,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
SC,84939,The Guardian Life Insurance Company,NOT SUBMITTED,NOT SUBMITTED
SC,89281,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
SC,92498,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
SC,97325,Renaissance Life & Health Insurance Company of America,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
SD,25868,Delta Dental Plan of South Dakota,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
SD,31195,Sanford Health Plan,https://www.sanfordhealthplan.org/json/index.json,kathryn.parker@sanfordhealth.org
SD,34765,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
SD,60536,"Avera Health Plans, Inc.",http://www.avera.org/app/files/public/58726/index.json,ahpit@avera.org
SD,61214,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
TN,14002,BlueCross BlueShield of Tennessee,https://www.bcbst.com/cms-data-index.json,BCBST_CMSHelpDesk_TechNotifyListserv_GM@bcbst.com
TN,22384,Delta Dental of Tennessee,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
TN,24601,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
TN,28398,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
TN,38886,"Dental Care Plus, Inc.",https://www.dentaquest.com/getattachment/Marketplace/DentalCarePlus/cms-data-index.json,csullivan@dentalcareplus.com
TN,43878,"DentaQuest USA Insurance Company, Inc.",https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
TN,69443,UnitedHealthcare Insurance Company,https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
TN,79913,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
TN,82120,Humana Insurance Company,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
TN,90402,Guardian Life Insurance Company of America,NOT SUBMITTED,NOT SUBMITTED
TN,99248,Cigna Health and Life Insurance Company,http://www.cigna.com/sites/json/cms-data-index.json,Ellen.Hansen@Cigna.com
TX,12846,The Guardian Life Insurance Company,NOT SUBMITTED,NOT SUBMITTED
TX,19312,Premier Access Insurance Company,https://www.premierlife.com/secure/index.json,exchangeit@premierlife.com
TX,20069,Oscar Insurance Company of Texas,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,dolan@hioscar.com
TX,23749,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
TX,23891,"Alpha Dental Programs, Inc.",https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
TX,24349,Delta Dental Insurance Company,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
TX,26250,"Managed DentalGuard,Inc.",https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
TX,26539,"SHA, LLC DBA FirstCare Health Plans",https://my.firstcare.com/CMS/MachineReadableFormat/cms-data-index.json,jlocke@firstcare.com
TX,27248,"Community Health Choice, Inc.",https://providersearch.communitycares.com/webservice/json/display/him/index.json,rodolfo.dimaranan@chchealth.org
TX,29418,Celtic Insurance Company,https://api.centene.com/ambetter/reference/cms-data-index.json,jehaley@centene.com
TX,32673,"Humana Health Plan of Texas, Inc.",https://api.humana.com/v1/cms/index.json,pboulet@humana.com
TX,33602,Blue Cross Blue Shield of Texas,https://www.bcbstx.com/forms/tx/index_tx.JSON,HCSC_JSON_support@bcbsil.com
TX,37392,"Prominence HealthFirst of Texas, Inc.",http://www.prominencehealthplan.com/index.json,prashanth.vankalapati@uhsinc.com
TX,37755,Insurance Company of Scott & White,https://legacy.swhp.org/sites/default/files/index.json,tbarth@sw.org
TX,40540,Renaissance Life & Health Insurance Company of America,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
TX,40788,Scott and White Health Plan,https://legacy.swhp.org/sites/default/files/index.json,tbarth@sw.org
TX,45786,Molina Healthcare of Texas,http://stg-oh-medicaid.molinahealthcare.com/json/index.json,Sonja.penate@molinahealthcare.com
TX,46224,"Community First Health Plans, Inc.",https://qhphub.com/cfhp/index.json,czambrano-chavez@cfh.com
TX,47665,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
TX,48364,"SafeGuard Health Plans, Inc., a Texas Corporation",https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
TX,55409,Cigna Health and Life Insurance Company,http://www.cigna.com/sites/json/cms-data-index.json,Ellen.Hansen@Cigna.com
TX,58609,"DentaQuest USA Insurance Company, Inc.",https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
TX,61315,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
TX,63141,Humana Insurance Company,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
TX,63509,Allegian Insurance Company,http://www.allegianchoice.com/docs/librariesprovider27/json/index.json,paul.govatos@coniferhealth.com
TX,66252,CHRISTUS Health Plan,https://www.christushealthplan.org/workfiles/json/Christusdrugs.json,saundrawatson@christushealth.org
TX,71837,"Sendero Health Plans, inc.",https://senderohealth.com/idealcareeng/json/jsonfiles/index.json,Tierra.Thomas@senderohealth.com
TX,76589,"Cigna HealthCare of Texas, Inc.",http://www.cigna.com/sites/json/cms-data-index.json,Ellen.Hansen@Cigna.com
TX,85947,All Savers Insurance Company,https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
TX,91716,Aetna Life Insurance Company,https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
TX,92388,Metropolitan Life Insurance Company,https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
TX,98809,UnitedHealthcare Insurance Company,https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
UT,14948,"Alpha Dental of Utah, Inc.",https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
UT,18167,Molina Healthcare of Utah,http://stg-oh-medicaid.molinahealthcare.com/json/index.json,Sonja.penate@molinahealthcare.com
UT,40335,"Educators Health Plans Life, Accident, and Health, Inc",https://emihealth.com/services/providerdata/cms-data-index.json,gmartinez@emihealth.com
UT,42261,University of Utah Health Insurance Plans,https://uhealthplan.utah.edu/individual/json/index.json,allison.mathis@hsc.utah.edu
UT,42757,BEST Life and Health Insurance Company,http://www.bestlife.com/exchange/cms-data-index.json,rhill@bestlife.com
UT,46958,Humana Insurance Company,https://api.humana.com/v1/cms/index.json,pboulet@humana.com
UT,56764,"Humana Medical Plan of Utah, Inc.",https://api.humana.com/v1/cms/index.json,pboulet@humana.com
UT,68781,SelectHealth,https://selecthealth.org/shprovider/index.json,JSONContact@selecthealth.org
UT,68809,Premier Access Insurance Company,https://www.premierlife.com/secure/index.json,exchangeit@premierlife.com
UT,71246,Delta Dental Insurance Company,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
UT,72660,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
VA,10207,"CareFirst BlueChoice, Inc.",https://member.carefirst.com/carefirst-resources/machine-readable/Index.json,patrick.breen@carefirst.com
VA,12028,Innovation Health Insurance Company,https://www.getjsonfile.com/cms-data-index.json,MRFHelp@aetna.com
VA,13756,United Concordia Insurance Company,https://www.unitedconcordia.com/QHP/cms-data-index.json,sapna.patel@highmark.com
VA,15668,"Piedmont Community HealthCare, Inc.",https://www.pchp.net/cms-data/index.json,Steve.Morton@pchp.net
VA,16064,"Anthem Health Plans of Virginia, Inc.",https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
VA,20507,Optima Health Plan,https://apps2.optimahealth.com/public/cmsJSON/index.json,smpeters@sentara.com
VA,31319,Delta Dental of Virginia,https://www.deltadental.com/CMSDirectory/index.json,bhenderson@deltadental.com
VA,37204,"Piedmont Community HealthCare HMO, Inc.",https://www.pchp.net/cms-data/index.json,Steve.Morton@pchp.net
VA,38234,Aetna Life Insurance Company,https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
VA,38599,UnitedHealthcare of the Mid-Atlantic Inc,https://unitedhealthcarecms.com/cms-data-index.json,cynthia.dawson@optum.com
VA,40198,DSM USA Insurance Company Inc,https://www.dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Elizabeth.Lund@greatdentalplans.com
VA,40308,Group Hospitalization and Medical Services Inc.,https://member.carefirst.com/carefirst-resources/machine-readable/Index.json,patrick.breen@carefirst.com
VA,42808,The Guardian Life Insurance Company,https://dentalexchange.guardianlife.com/secure/index.json,exchangeit@premierlife.com
VA,54965,"Dominion Dental Services, Inc.",https://www.dominionmembers.com/index.json,drogers@dominiondental.com
VA,72006,Metropolitan Life Insurance Company,https://qa.www.assets.metlife.com/phoenix/public/json/metlife-data-index.json,bjvance@metlife.com
VA,86443,"Innovation Health Plan, Inc.",https://www.getjsonfile.com/cms-data-index.json,MRFHelp@aetna.com
VA,88380,"HealthKeepers, Inc.",https://www.anthem.com/cms-data-index.json/Anthem_Data_Index.json,JSON-DeliverySupport@anthem.com
VA,95185,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",https://healthy.kaiserpermanente.org/static/health/json/technical_information/va/cms-data-index.json,ProviderOperations-Exchanges@kp.org
VA,97762,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
VA,97927,"DentaQuest Virginia, Inc.",http://www.dentaquest.com/marketplace/md,Mark.Haraway@greatdentalplans.com
VA,99663,"Coventry Health Care of Virginia, Inc",https://www.getjsonfile.com/cms-data-index.json,MRFHelp@Aetna.com
WI,16837,Dentegra Insurance Company,http://www.dentegra.com/hcx/cms-data-index.json,mlinsangan@delta.org
WI,31248,TRUASSURE INSURANCE COMPANY,https://groupaccess.deltadentalil.com/cmsdata/index.json,jphillips@truassure.com
WI,32754,Managed Health Services Insurance Corporation,https://api.centene.com/ambetter/reference/cms-data-index.json,jehaley@centene.com
WI,35334,MercyCare Insurance Company,https://mercycarehealthplans.com/wp-content/uploads/JSON/cms-data-index.json,bjohnson@mhsjvl.org
WI,37833,Unity Health Plans Insurance Corporation,https://fm.formularynavigator.com/jsonFiles/publish/150/69/cms-data-index.json,angela.mckeighan@unityhealth.com
WI,38166,"Security Health Plan of Wisconsin, Inc.",https://fm.formularynavigator.com/jsonFiles/publish/7/85/cms-data-index.json,koplitz.julie@securityhealth.org
